86,begin,1614021683.4290457
86,end,1614021687.035403
87,begin,1614021687.0566707
87,end,1614021690.5615993
88,begin,1614021690.5756426
88,end,1614021694.376138
89,begin,1614021694.3869104
89,end,1614021698.1356282
90,begin,1614021698.1460376
90,end,1614021701.634742
91,begin,1614021701.650697
91,end,1614021705.1012816
92,begin,1614021705.113471
92,end,1614021708.777114
93,begin,1614021708.7890255
93,end,1614021712.4397852
94,begin,1614021712.4507344
94,end,1614021716.2237613
95,begin,1614021716.2345805
95,end,1614021719.7523751
96,begin,1614021719.7638035
96,end,1614021723.2665856
114,begin,1614021723.2782462
114,end,1614021726.789329
115,begin,1614021726.8007977
115,end,1614021730.2840068
116,begin,1614021730.295872
116,end,1614021733.7680774
117,begin,1614021733.77969
117,end,1614021737.2469854
118,begin,1614021737.257679
118,end,1614021740.716946
119,begin,1614021740.7279005
121,begin,1614021743.48535
119,end,1614021744.1992383
120,begin,1614021744.210314
121,end,1614021746.9694421
120,begin,1614021746.9921925
120,end,1614021746.992369
122,begin,1614021746.998594
120,end,1614021747.6749601
121,begin,1614021747.6859777
121,end,1614021747.6861448
122,begin,1614021747.6906784
122,end,1614021747.690944
123,begin,1614021747.6968162
122,end,1614021750.4621427
124,begin,1614021750.4729116
123,end,1614021751.1483898
124,begin,1614021751.160393
124,end,1614021751.1605783
125,begin,1614021751.16678
124,end,1614021753.9402275
125,begin,1614021753.9514923
125,end,1614021753.951781
129,begin,1614021753.9579558
125,end,1614021754.6245105
126,begin,1614021754.6360047
129,end,1614021757.4497912
128,begin,1614021757.4607077
126,end,1614021758.1000624
127,begin,1614021758.1138384
128,end,1614021760.928665
131,begin,1614021760.9398863
127,end,1614021761.5820832
128,begin,1614021761.5936005
128,end,1614021761.5938618
129,begin,1614021761.5983346
129,end,1614021761.598604
130,begin,1614021761.603108
131,end,1614021764.4130032
132,begin,1614021764.4244387
130,end,1614021765.0581343
131,begin,1614021765.069842
131,end,1614021765.0700097
132,begin,1614021765.0744848
132,end,1614021765.0746422
133,begin,1614021765.0805776
132,end,1614021767.9034822
135,begin,1614021767.9144545
133,end,1614021768.5391917
134,begin,1614021768.5507379
135,end,1614021771.391187
97,begin,1614021771.4018717
134,end,1614021772.0108583
135,begin,1614021772.0217633
135,end,1614021772.0220368
97,begin,1614021772.0264826
97,end,1614021772.026625
98,begin,1614021772.0322285
97,end,1614021774.8770072
98,begin,1614021774.888403
98,end,1614021774.8887835
99,begin,1614021774.894989
98,end,1614021775.4863498
99,begin,1614021775.497965
99,end,1614021775.4981225
100,begin,1614021775.5037158
99,end,1614021778.378412
100,begin,1614021778.3897908
100,end,1614021778.390028
101,begin,1614021778.3963854
100,end,1614021778.957445
101,begin,1614021778.9683406
101,end,1614021778.9684916
102,begin,1614021778.9741135
101,end,1614021781.8591197
102,begin,1614021781.87133
102,end,1614021781.8717206
103,begin,1614021781.8779275
102,end,1614021782.4387398
103,begin,1614021782.450399
103,end,1614021782.4505522
