342,begin,1614024378.5683491
342,end,1614024382.1022787
343,begin,1614024382.126411
343,end,1614024385.9438345
344,begin,1614024385.9549773
344,end,1614024389.7976797
345,begin,1614024389.8099966
345,end,1614024393.5775657
346,begin,1614024393.601857
346,end,1614024397.088495
347,begin,1614024397.1008618
347,end,1614024400.583661
348,begin,1614024400.5953584
348,end,1614024404.0822794
349,begin,1614024404.0931647
349,end,1614024407.7081203
350,begin,1614024407.7199104
350,end,1614024411.2200446
351,begin,1614024411.232732
351,end,1614024414.823219
366,begin,1614024414.8374782
366,end,1614024418.5362298
368,begin,1614024418.5494592
368,end,1614024422.363832
369,begin,1614024422.3779907
369,end,1614024425.891255
370,begin,1614024425.9033298
370,end,1614024429.7047396
371,begin,1614024429.7228017
371,end,1614024433.245658
372,begin,1614024433.257781
372,end,1614024436.739295
373,begin,1614024436.7511544
391,begin,1614024438.6261191
373,end,1614024440.294407
374,begin,1614024440.3056767
391,end,1614024442.104445
394,begin,1614024442.1283042
374,end,1614024443.8469236
375,begin,1614024443.8578165
394,end,1614024445.6194773
373,begin,1614024445.6313498
373,end,1614024445.6315227
375,begin,1614024445.6368015
375,end,1614024445.6369913
376,begin,1614024445.643314
375,end,1614024447.3678496
376,begin,1614024447.381363
376,end,1614024447.38158
377,begin,1614024447.3907454
376,end,1614024449.1263328
378,begin,1614024449.1396832
377,end,1614024451.116641
378,begin,1614024451.1325476
378,end,1614024451.1327386
379,begin,1614024451.1441011
378,end,1614024452.862478
380,begin,1614024452.874235
379,end,1614024454.9236338
380,begin,1614024454.938594
380,end,1614024454.938781
381,begin,1614024454.9456215
380,end,1614024456.3713527
382,begin,1614024456.3839726
381,end,1614024458.523688
382,begin,1614024458.5387485
382,end,1614024458.5389426
383,begin,1614024458.5464523
382,end,1614024460.0643637
383,begin,1614024460.0887198
383,end,1614024460.0888896
385,begin,1614024460.1065984
383,end,1614024462.0518517
384,begin,1614024462.0627894
385,end,1614024463.5974355
397,begin,1614024463.6086645
384,end,1614024465.5729597
385,begin,1614024465.5841959
385,end,1614024465.584383
386,begin,1614024465.589227
397,end,1614024467.1414418
398,begin,1614024467.1530983
386,end,1614024469.0899708
387,begin,1614024469.10115
398,end,1614024470.6567943
399,begin,1614024470.6680942
387,end,1614024472.5884032
388,begin,1614024472.6000526
399,end,1614024474.1854274
400,begin,1614024474.1972604
388,end,1614024476.2670417
389,begin,1614024476.280448
400,end,1614024477.7069094
401,begin,1614024477.7215226
389,end,1614024479.990121
390,begin,1614024480.003854
401,end,1614024481.4829853
402,begin,1614024481.4968412
390,end,1614024483.5275385
391,begin,1614024483.5529563
391,end,1614024483.5531418
392,begin,1614024483.5582662
402,end,1614024485.336136
403,begin,1614024485.3500903
392,end,1614024487.0917737
393,begin,1614024487.1208076
403,end,1614024488.850629
404,begin,1614024488.8628728
393,end,1614024490.9894347
394,begin,1614024491.000736
394,end,1614024491.0009296
395,begin,1614024491.0056913
404,end,1614024492.3630426
405,begin,1614024492.3745954
395,end,1614024494.4883857
396,begin,1614024494.4995975
405,end,1614024496.00939
406,begin,1614024496.0212662
396,end,1614024498.0049703
397,begin,1614024498.0166593
397,end,1614024498.0168557
398,begin,1614024498.021593
398,end,1614024498.021779
399,begin,1614024498.0265777
399,end,1614024498.0267472
400,begin,1614024498.0315995
400,end,1614024498.031769
401,begin,1614024498.0365741
401,end,1614024498.0367568
402,begin,1614024498.041646
402,end,1614024498.0418496
403,begin,1614024498.046607
403,end,1614024498.046779
404,begin,1614024498.0514884
404,end,1614024498.0516765
405,begin,1614024498.0564547
